boro,gx,gy,lat,lon,total_count,early_count,recent_count,early_rate,recent_rate,rate_diff,years_active,years_ge3,precinct,loc_class,late_share,street_share,housing_share,recent_rank_boro,emerging_rank_boro,persistent_score,persistent_rank_boro,fading_rank_boro,view
BROOKLYN,-1,-34,40.66257320509804,-73.91030633705883,51,21,8,3.5,2.6666666666666665,-0.8333333333333335,18,6,73,STREET,62.745098039215684,92.15686274509804,0.0,7.0,687.0,45.95124371858143,8.0,145.0,Recent hotspots
BROOKLYN,-13,-22,40.688736336969704,-73.94559537818182,33,9,7,1.5,2.3333333333333335,0.8333333333333335,17,4,79,STREET,54.54545454545454,45.45454545454545,42.42424242424242,8.0,15.0,41.52636052461616,20.0,813.0,Recent hotspots
BROOKLYN,-5,-28,40.67557195489796,-73.92222799959184,49,18,6,3.0,2.0,-1.0,19,9,77,HOUSING,61.224489795918366,18.367346938775512,73.46938775510205,9.0,711.0,50.912023005428146,2.0,123.0,Recent hotspots
BROOKLYN,0,-34,40.66239627244899,-73.90758072244898,49,13,6,2.1666666666666665,2.0,-0.16666666666666652,19,7,73,STREET,63.26530612244898,51.02040816326531,44.89795918367347,10.0,226.0,48.912023005428146,3.0,602.0,Recent hotspots
BROOKLYN,1,-40,40.64861355,-73.9052572,10,1,6,0.16666666666666666,2.0,1.8333333333333333,7,1,69,STREET,80.0,80.0,0.0,11.0,3.0,17.397895272798372,347.0,824.0,Recent hotspots
BROOKLYN,1,-33,40.66486727,-73.9041924,15,1,6,0.16666666666666666,2.0,1.8333333333333333,9,1,73,HOUSING,46.666666666666664,0.0,100.0,12.0,4.0,21.77258872223978,244.0,825.0,Recent hotspots
BROOKLYN,-14,-33,40.664106012000005,-73.94799506000001,15,3,5,0.5,1.6666666666666667,1.1666666666666667,9,1,71,STREET,66.66666666666666,93.33333333333333,0.0,13.0,8.0,21.77258872223978,241.0,820.0,Recent hotspots
BROOKLYN,-1,-37,40.65564091666667,-73.91049689133334,15,1,5,0.16666666666666666,1.6666666666666667,1.5,9,2,73,STREET,60.0,73.33333333333333,0.0,14.0,6.0,22.77258872223978,214.0,822.0,Recent hotspots
BROOKLYN,1,-31,40.66896323756097,-73.90453530146343,41,13,5,2.1666666666666665,1.6666666666666667,-0.4999999999999998,17,6,73,HOUSING,48.78048780487805,7.317073170731707,92.6829268292683,15.0,482.0,43.73766961828337,10.0,346.0,Recent hotspots
BROOKLYN,7,-33,40.66453133173913,-73.88696773565218,23,7,5,1.1666666666666667,1.6666666666666667,0.5,15,3,75,STREET,39.130434782608695,73.91304347826086,0.0,16.0,44.0,36.17805383034795,43.0,796.0,Recent hotspots
BROOKLYN,9,-30,40.67137368069768,-73.88169630906977,43,8,20,1.3333333333333333,6.666666666666667,5.333333333333334,16,5,75,STREET,46.51162790697674,79.06976744186046,2.3255813953488373,1.0,1.0,40.78418963391826,22.0,827.0,Emerging hotspots
BROOKLYN,-2,-30,40.67123058928571,-73.91369273142857,42,10,19,1.6666666666666667,6.333333333333333,4.666666666666666,17,5,73,STREET,59.523809523809526,64.28571428571429,11.904761904761903,2.0,2.0,42.76120011569356,14.0,826.0,Emerging hotspots
BROOKLYN,1,-40,40.64861355,-73.9052572,10,1,6,0.16666666666666666,2.0,1.8333333333333333,7,1,69,STREET,80.0,80.0,0.0,11.0,3.0,17.397895272798372,347.0,824.0,Emerging hotspots
BROOKLYN,1,-33,40.66486727,-73.9041924,15,1,6,0.16666666666666666,2.0,1.8333333333333333,9,1,73,HOUSING,46.666666666666664,0.0,100.0,12.0,4.0,21.77258872223978,244.0,825.0,Emerging hotspots
BROOKLYN,-3,-35,40.66000892541667,-73.91672144208334,24,5,8,0.8333333333333334,2.6666666666666665,1.833333333333333,14,2,73,STREET,41.66666666666667,79.16666666666666,4.166666666666666,6.0,5.0,33.2188758248682,61.0,823.0,Emerging hotspots
